"A04.5";"Enteritis durch Campylobacter";"N4T";"c";;;;"N";"4";;;
"A04.6";"Enteritis durch Yersinia enterocolitica";"N4T";"c";;"Exkl.: Extraintestinale Yersiniose (A28.2)";;"N";"4";;;
"A04.7";"Enterokolitis durch Clostridium difficile";"N4T";"c";;;;"N";"4";;;
"A04.8";"Sonstige näher bezeichnete bakterielle Darminfektionen";"N4T";"c";;;;"N";"4";;;
"A04.9";"Bakterielle Darminfektion, nicht näher bezeichnet";"N4T";"c";"Bakterielle Enteritis o.n.A.";;;"N";"4";;;
"A05.-";"Sonstige bakteriell bedingte Lebensmittelvergiftungen";"M3T";"c";;"Exkl.: Infektion durch Escherichia coli (A04.0-A04.4) Infektion oder Lebensmittelvergiftung durch Salmonellen (A02.-) Listeriose (A32.-) Toxische Wirkung schädlicher (verdorbener) Lebensmittel (T61-T62)";;"M";"3";;;
"A05.0";"Lebensmittelvergiftung durch Staphylokokken";"M4T";"c";;;;"M";"4";;;
"A05.1";"Botulismus";"N4T";"c";"Klassische Lebensmittelvergiftung durch Clostridium botulinum";;;"N";"4";;;
"A05.2";"Lebensmittelvergiftung durch Clostridium perfringens [Clostridium welchii]";"N4T";"c";"Enteritis necroticans";;;"N";"4";;;
"A05.3";"Lebensmittelvergiftung durch Vibrio parahaemolyticus";"N4T";"c";;;;"N";"4";;;
"A05.4";"Lebensmittelvergiftung durch Bacillus cereus";"N4T";"c";;;;"N";"4";;;
"A05.8";"Sonstige näher bezeichnete bakteriell bedingte Lebensmittelvergiftungen";"N4T";"c";;;;"N";"4";;;
"A05.9";"Bakteriell bedingte Lebensmittelvergiftung, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A06.-";"Amöbiasis";"M3T";"c";"Inkl.:   Infektion durch Entamoeba histolytica";"Exkl.: Sonstige Darmkrankheiten durch Protozoen (A07.-)";;"M";"3";;;
"A06.0";"Akute Amöbenruhr";"N4T";"c";"Akute Amöbiasis Amöbenkolitis o.n.A.";;;"N";"4";;;
"A06.1";"Chronische intestinale Amöbiasis";"N4T";"c";;;;"N";"4";;;
"A06.2";"Nichtdysenterische Kolitis durch Amöben";"N4T";"c";;;;"N";"4";;;
"A06.3";"Amöbom des Darmes";"N4T";"c";"Amöbom o.n.A.";;;"N";"4";;;
"A06.4";"Leberabszeß durch Amöben";"N4T";"c";"Amöbenhepatitis";;;"N";"4";;;
"A06.5+";"Lungenabszeß durch Amöben (J99.8*)";"N4T";"c";"Abszeß der Lunge (und der Leber) durch Amöben";;;"N";"4";;;
"A06.6+";"Hirnabszeß durch Amöben (G07*)";"N4T";"c";"Abszeß des Gehirns (und der Leber) (und der Lunge) durch Amöben";;;"N";"4";;;
"A06.7";"Amöbiasis der Haut";"N4T";"c";;;;"N";"4";;;
"A06.8";"Amöbeninfektion an sonstigen Lokalisationen";"N4T";"c";"Appendizitis        } durch Amöben Balanitis+ (N51.2*) }";;;"N";"4";;;
"A06.9";"Amöbiasis, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A07.-";"Sonstige Darmkrankheiten durch Protozoen";"M3T";"c";;;;"M";"3";;;
"A07.0";"Balantidiose";"N4T";"c";"Balantidienruhr";;;"N";"4";;;
"A07.1";"Giardiasis [Lambliasis]";"M4T";"c";;;;"M";"4";;;
"A07.2";"Kryptosporidiose";"N4T";"c";;;;"N";"4";;;
"A07.3";"Isosporose";"N4T";"c";"Infektion durch Isospora belli und Isospora hominis Intestinale Kokzidiose Isosporiasis";;;"N";"4";;;
"A07.8";"Sonstige näher bezeichnete Darmkrankheiten durch Protozoen";"N4T";"c";"Intestinale Trichomoniasis Sarkosporidiose Sarkozystose";;;"N";"4";;;
"A07.9";"Darmkrankheit durch Protozoen, nicht näher bezeichnet";"N4T";"c";"Diarrhoe   } durch Protozoen Dysenterie } Kolitis    } Flagellatendiarrhoe";;;"N";"4";;;
"A08.-";"Virusbedingte und sonstige näher bezeichnete Darminfektionen";"M3T";"c";;"Exkl.: Grippe mit Beteiligung des Gastrointestinaltraktes (J10.8, J11.8)";;"M";"3";;;
"A08.0";"Enteritis durch Rotaviren";"M4T";"c";;;;"M";"4";;;
"A08.1";"Akute Gastroenteritis durch Norwalk-Agens [Norwalk-Virus]";"N4T";"c";;;;"N";"4";;;
"A08.2";"Enteritis durch Adenoviren";"N4T";"c";;;;"N";"4";;;
"A08.3";"Sonstige Enteritis durch Viren";"N4T";"c";;;;"N";"4";;;
"A08.4";"Virusbedingte Darminfektion, nicht näher bezeichnet";"N4T";"c";"Enteritis o.n.A.       } durch Viren Gastroenteritis o.n.A. }";;;"N";"4";;;
"A08.5";"Sonstige näher bezeichnete Darminfektionen";"N4T";"c";;;;"N";"4";;;
"A09";"Diarrhoe und Gastroenteritis, vermutlich infektiösen Ursprungs";"M3T";"c";"Darmkatarrh Diarrhoe [Durchfall]: . dysenterisch . epidemisch . o.n.A. Enteritis       } hämorrhagisch Gastroenteritis } septisch Kolitis         } o.n.A. Infektiöse Diarrhoe o.n.A.";"Exkl.: Durch Bakterien, Protozoen, Viren und sonstige näher bezeichnete Infektionserreger (A00-A08) Nichtinfektiöse Diarrhoe (K52.9) Nichtinfektiöse Diarrhoe beim Neugeborenen (P78.3)";"Hinweis: In der Bundesrepublik Deutschland, in Österreich und der Schweiz sowie in anderen Ländern, in denen ein unter A09 aufgeführter Begriff ohne weitere Spezifizierung als nichtinfektiösen Ursprungs angesehen werden kann, sollte dieser unter K52.9 klassifiziert werden.";"M";"3";;;
"(A15-A19)";"Tuberkulose";"-1T";"p";"Inkl.: Infektionen durch Mycobacterium tuberculosis und Mycobacterium  bovis";"Exkl.: Angeborene Tuberkulose (P37.0)  Folgezustände der Tuberkulose (B90.-) Pneumokoniose in Verbindung mit Tuberkulose (J65) Silikotuberkulose (J65)";;"-";"1";;;
"A15.-";"Tuberkulose der Atmungsorgane, bakteriologisch oder histologisch gesichert";"M3T";"c";;;;"M";"3";;;
"A15.0";"Lungentuberkulose, durch mikroskopische Untersuchung des Sputums gesichert, mit oder ohne Nachweis durch Kultur";"N4T";"c";"Tuberkulös: . Bronchiektasie    } durch mikroskopische Untersuchung des Sputums . Fibrose der Lunge }   gesichert, mit oder  ohne Nachweis durch . Pneumonie         }   Kultur . Pneumothorax      }";;;"N";"4";;;
"A15.1";"Lungentuberkulose, nur durch Kultur gesichert";"N4T";"c";"Unter A15.0 aufgeführte Zustände, nur durch Kultur gesichert";;;"N";"4";;;
"A15.2";"Lungentuberkulose, histologisch gesichert";"N4T";"c";"Unter A15.0 aufgeführte Zustände, histologisch gesichert";;;"N";"4";;;
"A15.3";"Lungentuberkulose, durch nicht näher bezeichnete Untersuchungsverfahren gesichert";"M4T";"c";"Unter A15.0 aufgeführte Zustände, die gesichert sind, bei denen jedoch keine Angabe darüber vorliegt, ob sie bakteriologisch oder histologisch gesichert wurden";;;"M";"4";;;
"A15.4";"Tuberkulose der intrathorakalen Lymphknoten, bakteriologisch oder histologisch gesichert";"N4T";"c";"Lymphknotentuberkulose: . hilär            } bakteriologisch oder histologisch gesichert . mediastinal      } . tracheobronchial }";"Exkl.: Als primär bezeichnet (A15.7)";;"N";"4";;;
"A15.5";"Tuberkulose des Larynx, der Trachea und der Bronchien, bakteriologisch oder histologisch gesichert";"N4T";"c";"Tuberkulose: . Bronchien } bakteriologisch oder histologisch gesichert . Glottis   } . Larynx    } . Trachea   }";;;"N";"4";;;
"A15.6";"Tuberkulöse Pleuritis, bakteriologisch oder histologisch gesichert";"N4T";"c";"Tuberkulöses Empyem    } bakteriologisch oder histologisch Tuberkulose der Pleura }   gesichert";"Exkl.: Bei primärer Tuberkulose der Atmungsorgane, bakteriologisch oder histologisch gesichert (A15.7)";;"N";"4";;;
"A15.7";"Primäre Tuberkulose der Atmungsorgane, bakteriologisch oder histologisch gesichert";"N4T";"c";;;;"N";"4";;;
"A15.8";"Sonstige Tuberkulose der Atmungsorgane, bakteriologisch oder histologisch gesichert";"N4T";"c";"Tuberkulose: . Mediastinum            } bakteriologisch oder histologisch . Nase                   }   gesichert . Nasennebenhöhle [jede] } . Nasopharynx            }";;;"N";"4";;;
"A15.9";"Nicht näher bezeichnete Tuberkulose der Atmungsorgane, bakteriologisch oder histologisch gesichert";"N4T";"c";;;;"N";"4";;;
"A16.-";"Tuberkulose der Atmungsorgane, weder bakteriologisch noch histologisch gesichert";"M3T";"c";;;;"M";"3";;;
"A16.0";"Lungentuberkulose, bakteriologisch und histologisch nicht gesichert";"N4T";"c";"Tuberkulös: . Bronchiektasie    } bakteriologisch und histologisch nicht . Fibrose der Lunge }   gesichert . Pneumonie         } . Pneumothorax      }";;;"N";"4";;;
"A16.1";"Lungentuberkulose, bakteriologische und histologische Untersuchung nicht durchgeführt";"N4T";"c";"Unter A16.0 aufgeführte Zustände, bakteriologische und histologische Untersuchung nicht durchgeführt";;;"N";"4";;;
"A16.2";"Lungentuberkulose ohne Angabe einer bakteriologischen oder histologischen Sicherung";"M4T";"c";"Lungentuberkulose   } o.n.A. (ohne Angabe einer bakteriologischen Tuberkulös:         }   oder histologischen Sicherung) . Bronchiektasie    } . Fibrose der Lunge } . Pneumonie         } . Pneumothorax      }";;;"M";"4";;;
"A16.3";"Tuberkulose der intrathorakalen Lymphknoten ohne Angabe einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Lymphknotentuberkulose: . hilär            } o.n.A. (ohne Angabe einer bakteriologischen . intrathorakal    }   oder histologischen Sicherung) . mediastinal      } . tracheobronchial }";"Exkl.: Als primär bezeichnet (A16.7)";;"N";"4";;;
"A16.4";"Tuberkulose des Larynx, der Trachea und der Bronchien ohne Angabe einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Tuberkulose: . Bronchien } o.n.A. (ohne Angabe einer bakteriologischen oder . Glottis   }   histologischen Sicherung) . Larynx    } . Trachea   }";;;"N";"4";;;
"A16.5";"Tuberkulöse Pleuritis ohne Angabe einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Tuberkulös:            } o.n.A. (ohne Angabe einer . Empyem               }   bakteriologischen oder histologischen . Pleuritis            }   Sicherung) Tuberkulose der Pleura }";"Exkl.: Bei primärer Tuberkulose der Atmungsorgane (A16.7)";;"N";"4";;;
"A16.7";"Primäre Tuberkulose der Atmungsorgane ohne Angabe einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Primäre(r): . Tuberkulose der Atmungsorgane o.n.A. . tuberkulöser Komplex";;;"N";"4";;;
"A16.8";"Sonstige Tuberkulose der Atmungsorgane ohne Angabe einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Tuberkulose: . Mediastinum            } o.n.A. (ohne Angabe einer . Nase                   }\t  bakteriologischen oder histologischen . Nasennebenhöhle [jede] }   Sicherung) . Nasopharynx            }";;;"N";"4";;;
"A16.9";"Nicht näher bezeichnete Tuberkulose der Atmungsorgane ohne Angabe einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Tuberkulose o.n.A. Tuberkulose der Atmungsorgane o.n.A.";;;"N";"4";;;
"A17.-+";"Tuberkulose des Nervensystems";"M3T";"c";;;;"M";"3";;;
"A17.0+";"Tuberkulöse Meningitis (G01*)";"N4T";"c";"Tuberkulöse Leptomeningitis Tuberkulose der Meningen (zerebral) (spinal)";;;"N";"4";;;
"A17.1+";"Meningeales Tuberkulom (G07*)";"N4T";"c";"Tuberkulom der Meningen";;;"N";"4";;;
"A17.8+";"Sonstige Tuberkulose des Nervensystems";"N4T";"c";"Tuberkulös: . Hirnabszeß (G07*) . Meningoenzephalitis (G05.0*) . Myelitis (G05.0*) . Polyneuropathie (G63.0*) Tuberkulom  } in { Gehirn (G07*) Tuberkulose }    {\tRückenmark (G07*)";;;"N";"4";;;
"A17.9+";"Tuberkulose des Nervensystems, nicht näher bezeichnet (G99.8*)";"N4T";"c";;;;"N";"4";;;
"A18.-";"Tuberkulose sonstiger Organe";"M3T";"c";;;;"M";"3";;;
"A18.0+";"Tuberkulose der Knochen und Gelenke";"N4T";"c";"Tuberkulös: . Arthritis (M01.1*) . Knochennekrose (M90.0*) . Mastoiditis (H75.0*) . Osteomyelitis (M90.0*) . Ostitis (M90.0*) . Synovitis (M68.0*) . Tenosynovitis (M68.0*) Tuberkulose: . Hüfte (M01.1*) . Knie (M01.1*) . Wirbelsäule (M49.0*)";;;"N";"4";;;
"A18.1+";"Tuberkulose des Urogenitalsystems";"N4T";"c";"Tuberkulose: . Cervix uteri (N74.0*) . Harnblase (N33.0*) . männliche Genitalorgane (N51.-*) . Niere (N29.1*) . Ureter (N29.1*) Tuberkulose im weiblichen Becken (N74.1*)";;;"N";"4";;;
"A18.2";"Tuberkulose peripherer Lymphknoten";"N4T";"c";"Tuberkulöse Lymphadenitis";"Exkl.: Tuberkulöse tracheobronchiale Adenopathie (A15.4, A16.3) Tuberkulose der Lymphknoten: . intrathorakal (A15.4, A16.3) . mesenterial und retroperitoneal (A18.3)";;"N";"4";;;
"A18.3";"Tuberkulose des Darmes, des Peritoneums und der Mesenteriallymphknoten";"N4T";"c";"Tuberkulös: . Aszites . Enteritis+ (K93.0*) . Peritonitis+ (K67.3*) Tuberkulose: . Anus und Rektum+ (K93.0*) . Darm (Dickdarm) (Dünndarm)+ (K93.0*) . retroperitoneal (Lymphknoten)";;;"N";"4";;;
"A18.4";"Tuberkulose der Haut und des Unterhautgewebes";"N4T";"c";"Lupus: . exedens . vulgaris:   . des Augenlides+ (H03.1*)   . o.n.A. Skrofuloderm Tuberculosis cutis indurativa [Erythema induratum, tuberkulös]";"Exkl.: Lupus erythematodes (L93.-) Systemischer Lupus erythematodes (M32.-)";;"N";"4";;;
"A18.5+";"Tuberkulose des Auges";"N4T";"c";"Tuberkulöse: . Chorioretinitis (H32.0*) . Episkleritis (H19.0*) . interstitielle Keratitis (H19.2*) . Iridozyklitis (H22.0*) . Keratokonjunktivitis (interstitiell) (phlyktänulär) (H19.2*)";"Exkl.: Lupus vulgaris des Augenlides (A18.4)";;"N";"4";;;
"A18.6+";"Tuberkulose des Ohres";"N4T";"c";"Tuberkulöse Otitis media (H67.0*)";"Exkl.: Tuberkulöse Mastoiditis (A18.0+)";;"N";"4";;;
"A18.7+";"Tuberkulose der Nebennieren (E35.1*)";"N4T";"c";"Addison-Krankheit, tuberkulös";;;"N";"4";;;
"A18.8+";"Tuberkulose sonstiger näher bezeichneter Organe";"N4T";"c";"Tuberkulöse zerebrale Arteriitis (I68.1*) Tuberkulose: . Endokard (I39.8*) . Myokard (I41.0*) . Ösophagus (K23.0*) . Perikard (I32.0*) . Schilddrüse (E35.0*)";;;"N";"4";;;
"A19.-";"Miliartuberkulose";"M3T";"c";"Inkl.:   Tuberkulöse Polyserositis Tuberkulose: . disseminiert . generalisiert";;;"M";"3";;;
"A19.0";"Akute Miliartuberkulose einer einzelnen näher bezeichneten Lokalisation";"N4T";"c";;;;"N";"4";;;
"A19.1";"Akute Miliartuberkulose mehrerer Lokalisationen";"N4T";"c";;;;"N";"4";;;
"A19.2";"Akute Miliartuberkulose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A19.8";"Sonstige Miliartuberkulose";"N4T";"c";;;;"N";"4";;;
"A19.9";"Miliartuberkulose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"(A20-A28)";"Bestimmte bakterielle Zoonosen";"-1T";"p";;;;"-";"1";;;
"A20.-";"Pest";"M3T";"c";"Inkl.:   Infektion durch Yersinia pestis";;;"M";"3";;;
"A20.0";"Bubonenpest";"N4T";"c";;;;"N";"4";;;
"A20.1";"Hautpest";"N4T";"c";;;;"N";"4";;;
"A20.2";"Lungenpest";"N4T";"c";;;;"N";"4";;;
"A20.3";"Pestmeningitis";"N4T";"c";;;;"N";"4";;;
"A20.7";"Pestsepsis";"N4T";"c";;;;"N";"4";;;
"A20.8";"Sonstige Formen der Pest";"N4T";"c";"Abortive Pest Asymptomatische Pest Pestis minor";;;"N";"4";;;
"A20.9";"Pest, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A21.-";"Tularämie";"M3T";"c";"Inkl.:   Hasenpest Hirschfliegenfieber Infektion durch Francisella tularensis";;;"M";"3";;;
"A21.0";"Ulzeroglanduläre Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.1";"Okuloglanduläre Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.2";"Pulmonale Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.3";"Gastrointestinale Tularämie";"N4T";"c";"Abdominale Tularämie";;;"N";"4";;;
"A21.7";"Generalisierte Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.8";"Sonstige Formen der Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.9";"Tularämie, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A22.-";"Anthrax [Milzbrand]";"M3T";"c";"Inkl.:   Infektion durch Bacillus anthracis";;;"M";"3";;;
"A22.0";"Hautmilzbrand";"N4T";"c";"Milzbrandkarbunkel Pustula maligna";;;"N";"4";;;
"A22.1";"Lungenmilzbrand";"N4T";"c";"Hadernkrankheit Milzbrand, durch Inhalation erworben";;;"N";"4";;;
"A22.2";"Darmmilzbrand";"N4T";"c";;;;"N";"4";;;
"A22.7";"Milzbrandsepsis";"N4T";"c";;;;"N";"4";;;
"A22.8";"Sonstige Formen des Milzbrandes";"N4T";"c";"Milzbrandmeningitis+ (G01*)";;;"N";"4";;;
"A22.9";"Milzbrand, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A23.-";"Brucellose";"M3T";"c";"Inkl.:   Maltafieber Mittelmeerfieber Undulierendes Fieber";;;"M";"3";;;
"A23.0";"Brucellose durch Brucella melitensis";"N4T";"c";"Maltafieber";;;"N";"4";;;
"A23.1";"Brucellose durch Brucella abortus";"N4T";"c";"Bang-Krankheit Morbus Bang";;;"N";"4";;;
"A23.2";"Brucellose durch Brucella suis";"N4T";"c";"Schweinebrucellose";;;"N";"4";;;
"A23.3";"Brucellose durch Brucella canis";"N4T";"c";;;;"N";"4";;;
"A23.8";"Sonstige Brucellose";"N4T";"c";;;;"N";"4";;;
"A23.9";"Brucellose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A24.-";"Rotz [Malleus] und Melioidose [Pseudorotz]";"M3T";"c";;;;"M";"3";;;
"A24.0";"Rotz";"N4T";"c";"Infektion durch Pseudomonas mallei Malleus";;;"N";"4";;;
"A24.1";"Akute oder fulminante Melioidose";"N4T";"c";"Melioidose: . Pneumonie . Sepsis";;;"N";"4";;;
"A24.2";"Subakute oder chronische Melioidose";"N4T";"c";;;;"N";"4";;;
"A24.3";"Sonstige Melioidose";"N4T";"c";;;;"N";"4";;;
"A24.4";"Melioidose, nicht näher bezeichnet";"N4T";"c";"Infektion durch Pseudomonas pseudomallei o.n.A. Whitmore-Krankheit";;;"N";"4";;;
"A25.-";"Rattenbißkrankheiten";"M3T";"c";;;;"M";"3";;;
"A25.0";"Spirillen-Rattenbißkrankheit";"N4T";"c";"Sodoku";;;"N";"4";;;
"A25.1";"Streptobazillen-Rattenbißkrankheit";"N4T";"c";"Erythema arthriticum epidemicum Haverhill-Fieber Rattenbißfieber durch Streptobazillen";;;"N";"4";;;
"A25.9";"Rattenbißkrankheit, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A26.-";"Erysipeloid";"M3T";"c";;;;"M";"3";;;
"A26.0";"Haut-Erysipeloid";"M4T";"c";"Erythema migrans Schweinerotlauf";;;"M";"4";;;
"A26.7";"Erysipelothrix-Sepsis";"N4T";"c";;;;"N";"4";;;
"A26.8";"Sonstige Formen des Erysipeloids";"N4T";"c";;;;"N";"4";;;
"A26.9";"Erysipeloid, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A27.-";"Leptospirose";"M3T";"c";;;;"M";"3";;;
"A27.0";"Leptospirosis icterohaemorrhagica [Weil-Krankheit]";"N4T";"c";"Leptospirose durch Leptospira interrogans serovar icterohaemorrhagiae";;;"N";"4";;;
"A27.8";"Sonstige Formen der Leptospirose";"N4T";"c";;;;"N";"4";;;
"A27.9";"Leptospirose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A28.-";"Sonstige bakterielle Zoonosen, anderenorts nicht klassifiziert";"M3T";"c";;;;"M";"3";;;
"A28.0";"Pasteurellose";"N4T";"c";;;;"N";"4";;;
"A28.1";"Katzenkratzkrankheit";"N4T";"c";"Katzenkratzfieber";;;"N";"4";;;
"A28.2";"Extraintestinale Yersiniose";"N4T";"c";;"Exkl.: Enteritis durch Yersinia enterocolitica (A04.6) Pest (A20.-)";;"N";"4";;;
"A28.8";"Sonstige näher bezeichnete bakterielle Zoonosen, anderenorts nicht klassifiziert";"N4T";"c";;;;"N";"4";;;
"A28.9";"Bakterielle Zoonose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"(A30-A49)";"Sonstige bakterielle Krankheiten";"-1T";"p";;;;"-";"1";;;
"A30.-";"Lepra [Aussatz]";"M3T";"c";"Inkl.:   Infektion durch Mycobacterium leprae";"Exkl.: Folgezustände der Lepra (B92)";;"M";"3";;;
"A30.0";"Indeterminierte Lepra";"N4T";"c";"I-Lepra";;;"N";"4";;;
"A30.1";"Tuberkuloide Lepra";"N4T";"c";"TT-Lepra";;;"N";"4";;;
"A30.2";"Borderline-tuberkuloide Lepra";"N4T";"c";"BT-Lepra";;;"N";"4";;;
